T,Wind Direction,Wind Speed,Temperature,Cloud Cover,Easting,Northing
9,5,10,16,4,1,19
9,3,11,15,3,2,19
9,6,18,12,0,3,19
9,2,35,14,0,4,19
9,1,15,15,0,5,19
9,2,11,17,2,6,19
9,5,21,14,4,7,19
9,6,27,15,4,8,19
9,7,6,10,3,9,19
10,2,24,14,2,0,0
10,8,36,15,2,1,0
10,7,24,11,0,2,0
10,8,20,14,1,3,0
10,2,35,16,4,4,0
10,3,21,10,0,5,0
10,3,33,12,4,6,0
10,8,34,17,1,7,0
10,7,36,12,3,8,0
10,4,24,16,0,9,0
10,1,16,18,2,0,1
10,3,10,10,1,1,1
10,3,18,13,0,2,1
10,6,24,15,1,3,1
10,3,6,18,4,4,1
10,5,15,13,2,5,1
10,2,19,15,2,6,1
10,8,33,10,1,7,1
10,1,34,10,4,8,1
10,6,19,18,0,9,1
10,1,35,16,1,0,2
10,5,26,10,3,1,2
10,1,6,14,3,2,2
10,4,35,16,2,3,2
10,8,32,10,1,4,2
10,5,21,16,0,5,2
10,3,36,10,4,6,2
10,3,29,12,2,7,2
10,1,28,14,1,8,2
10,8,10,17,3,9,2
10,8,25,17,1,0,3
10,8,21,10,1,1,3
10,5,20,15,0,2,3
10,5,9,13,0,3,3
10,6,6,12,3,4,3
10,5,10,14,1,5,3
10,3,30,14,4,6,3
10,4,33,13,3,7,3
10,1,31,16,3,8,3
10,7,19,12,0,9,3
10,2,26,10,0,0,4
10,7,30,11,2,1,4
10,2,6,13,4,2,4
10,6,9,10,4,3,4
10,6,36,14,0,4,4
10,6,20,12,0,5,4
10,1,15,17,3,6,4
10,2,10,11,2,7,4
10,7,20,12,0,8,4
10,2,32,17,2,9,4
10,6,26,11,2,0,5
10,2,27,13,1,1,5
10,6,20,18,4,2,5
10,1,27,13,1,3,5
10,4,26,14,1,4,5
10,7,29,13,2,5,5
10,1,6,18,4,6,5
10,3,24,17,2,7,5
10,8,29,18,4,8,5
10,6,32,11,0,9,5
10,1,25,18,2,0,6
10,7,10,13,3,1,6
10,8,20,10,4,2,6
10,3,12,15,0,3,6
10,6,30,10,1,4,6
10,4,11,12,3,5,6
10,8,31,13,0,6,6
10,2,9,14,3,7,6
10,6,35,16,3,8,6
10,4,9,10,4,9,6
10,6,19,14,0,0,7
10,4,36,16,2,1,7
10,4,28,14,1,2,7
10,1,34,13,3,3,7
10,5,33,15,0,4,7
10,5,36,18,2,5,7
10,7,29,15,2,6,7
10,7,34,15,2,7,7
10,8,33,18,2,8,7
10,1,13,17,1,9,7
10,2,30,10,1,0,8
10,7,30,12,3,1,8
10,2,27,16,2,2,8
10,5,19,18,4,3,8
10,4,36,18,1,4,8
10,7,32,15,0,5,8
10,1,19,10,1,6,8
10,2,6,10,0,7,8
10,5,13,12,0,8,8
10,5,29,17,4,9,8
10,8,22,13,1,0,9
10,3,10,10,3,1,9
10,6,9,17,0,2,9
10,5,16,10,1,3,9
10,7,32,12,4,4,9
10,1,36,18,2,5,9
10,3,29,15,1,6,9
10,2,31,16,2,7,9
10,2,20,12,0,8,9
10,3,21,13,4,9,9
10,1,21,18,3,0,10
10,8,27,15,0,1,10
10,4,25,17,0,2,10
10,2,12,17,4,3,10
10,5,27,10,3,4,10
10,2,16,12,4,5,10
10,3,8,11,3,6,10
10,7,21,15,4,7,10
10,2,23,14,0,8,10
10,1,25,16,3,9,10
10,8,33,18,1,0,11
10,6,27,14,4,1,11
10,5,6,14,2,2,11
10,4,18,18,2,3,11
10,6,19,14,1,4,11
10,1,7,10,4,5,11
10,4,24,10,0,6,11
10,8,13,15,1,7,11
10,1,28,15,1,8,11
10,7,25,14,0,9,11
10,2,13,11,0,0,12
10,4,29,14,1,1,12
10,6,9,16,2,2,12
10,1,14,12,2,3,12
10,7,8,18,2,4,12
10,3,36,17,0,5,12
10,1,33,17,1,6,12
10,8,14,12,2,7,12
10,4,21,18,1,8,12
10,8,8,17,1,9,12
10,2,31,11,0,0,13
10,7,8,14,1,1,13
10,8,25,14,0,2,13
10,5,13,15,4,3,13
10,7,13,13,3,4,13
10,7,30,17,1,5,13
10,7,23,14,4,6,13
10,7,30,17,4,7,13
10,3,30,11,2,8,13
10,7,17,10,3,9,13
10,3,15,17,4,0,14
10,6,35,17,3,1,14
10,3,17,11,3,2,14
10,3,31,11,1,3,14
10,4,19,10,2,4,14
10,7,29,11,0,5,14
10,4,22,14,1,6,14
10,2,10,18,4,7,14
10,1,18,15,0,8,14
10,7,30,15,3,9,14
10,4,26,10,3,0,15
10,5,13,17,2,1,15
10,8,6,17,1,2,15
10,1,12,13,2,3,15
10,5,15,18,0,4,15
10,7,13,11,4,5,15
10,8,22,15,3,6,15
10,1,34,14,1,7,15
10,7,34,10,1,8,15
10,5,19,16,3,9,15
10,1,19,10,1,0,16
10,5,12,10,2,1,16
10,5,23,13,2,2,16
10,7,10,13,0,3,16
10,4,6,11,4,4,16
10,4,33,13,0,5,16
10,2,21,13,0,6,16
10,4,35,12,4,7,16
10,4,16,17,3,8,16
10,6,20,13,2,9,16
10,7,29,11,2,0,17
10,7,7,10,3,1,17
10,1,18,10,1,2,17
10,5,15,17,1,3,17
10,4,21,15,4,4,17
10,2,12,17,0,5,17
10,1,33,16,3,6,17
10,8,35,14,4,7,17
10,6,16,11,1,8,17
10,1,33,15,4,9,17
10,5,19,10,0,0,18
10,6,31,17,2,1,18
10,8,7,11,2,2,18
10,3,26,17,0,3,18
10,5,32,15,2,4,18
10,7,36,11,1,5,18
10,7,27,13,1,6,18
10,1,15,16,1,7,18
10,3,23,17,4,8,18
10,1,31,17,1,9,18
10,7,21,18,1,0,19
10,3,11,17,4,1,19
10,4,12,16,3,2,19
10,7,19,13,2,3,19
10,4,36,15,4,4,19
10,1,16,16,0,5,19
10,5,12,18,3,6,19
10,7,22,15,3,7,19
10,2,28,16,3,8,19
10,7,7,11,4,9,19
11,8,22,12,3,0,0
11,1,34,13,4,1,0
11,8,22,9,4,2,0
11,1,18,12,4,3,0
11,5,33,14,4,4,0
11,1,19,8,0,5,0
11,8,31,10,1,6,0
11,7,32,15,2,7,0
11,1,34,10,3,8,0
11,7,22,14,1,9,0
11,5,14,16,2,0,1
11,8,8,8,0,1,1
11,3,16,11,3,2,1
11,4,22,13,0,3,1
11,3,4,16,2,4,1
11,7,13,11,1,5,1
11,7,17,13,4,6,1
11,3,31,8,0,7,1
11,3,32,8,2,8,1
11,3,17,16,2,9,1
11,4,33,14,3,0,2
11,5,24,8,0,1,2
11,2,4,12,3,2,2
11,4,33,14,3,3,2
11,3,30,8,0,4,2
11,3,19,14,2,5,2
11,2,34,8,4,6,2
11,1,27,10,3,7,2
11,2,26,12,2,8,2
11,5,8,15,4,9,2
11,3,23,15,2,0,3
11,5,19,8,4,1,3
11,8,18,13,3,2,3
11,2,7,11,1,3,3
11,5,4,10,2,4,3
11,6,8,12,1,5,3
11,3,28,12,2,6,3
11,1,31,11,3,7,3
11,4,29,14,1,8,3
11,2,17,10,0,9,3
11,7,24,8,4,0,4
11,5,28,9,1,1,4
11,6,4,11,2,2,4
11,4,7,8,0,3,4
11,2,34,12,3,4,4
11,8,18,10,1,5,4
11,4,13,15,0,6,4
11,8,8,9,0,7,4
11,1,18,10,2,8,4
11,7,30,15,1,9,4
11,7,24,9,3,0,5
11,5,25,11,0,1,5
11,7,18,16,3,2,5
11,3,25,11,4,3,5
11,8,24,12,0,4,5
11,1,27,11,4,5,5
11,4,4,16,0,6,5
11,2,22,15,4,7,5
11,5,27,16,0,8,5
11,3,30,9,1,9,5
11,6,23,16,3,0,6
11,6,8,11,4,1,6
11,1,18,8,4,2,6
11,6,10,13,1,3,6
11,6,28,8,2,4,6
11,4,9,10,2,5,6
11,8,29,11,4,6,6
11,8,7,12,4,7,6
11,3,33,14,4,8,6
11,7,7,8,1,9,6
11,1,17,12,0,0,7
11,1,34,14,2,1,7
11,2,26,12,0,2,7
11,7,32,11,4,3,7
11,2,31,13,2,4,7
11,5,34,16,0,5,7
11,2,27,13,3,6,7
11,6,32,13,0,7,7
11,2,31,16,0,8,7
11,8,11,15,1,9,7
11,7,28,8,1,0,8
11,4,28,10,1,1,8
11,8,25,14,2,2,8
11,1,17,16,0,3,8
11,6,34,16,1,4,8
11,3,30,13,4,5,8
11,1,17,8,3,6,8
11,2,4,8,1,7,8
11,3,11,10,0,8,8
11,8,27,15,0,9,8
11,8,20,11,4,0,9
11,4,8,8,2,1,9
11,5,7,15,3,2,9
11,8,14,8,4,3,9
11,4,30,10,0,4,9
11,5,34,16,2,5,9
11,1,27,13,0,6,9
11,7,29,14,1,7,9
11,7,18,10,1,8,9
11,8,19,11,4,9,9
11,6,19,16,4,0,10
11,5,25,13,3,1,10
11,3,23,15,1,2,10
11,5,10,15,2,3,10
11,3,25,8,4,4,10
11,5,14,10,4,5,10
11,5,6,9,4,6,10
11,3,19,13,2,7,10
11,2,21,12,3,8,10
11,4,23,14,0,9,10
11,3,31,16,0,0,11
11,1,25,12,0,1,11
11,7,4,12,3,2,11
11,3,16,16,3,3,11
11,7,17,12,3,4,11
11,5,5,8,1,5,11
11,8,22,8,0,6,11
11,2,11,13,2,7,11
11,5,26,13,0,8,11
11,7,23,12,0,9,11
11,4,11,9,1,0,12
11,3,27,12,4,1,12
11,2,7,14,4,2,12
11,4,12,10,2,3,12
11,6,6,16,2,4,12
11,3,34,15,1,5,12
11,6,31,15,4,6,12
11,3,12,10,4,7,12
11,7,19,16,2,8,12
11,8,6,15,0,9,12
11,3,29,9,0,0,13
11,7,6,12,4,1,13
11,8,23,12,3,2,13
11,4,11,13,0,3,13
11,7,11,11,3,4,13
11,4,28,15,0,5,13
11,7,21,12,4,6,13
11,5,28,15,3,7,13
11,4,28,9,4,8,13
11,4,15,8,2,9,13
11,7,13,15,2,0,14
11,7,33,15,0,1,14
11,8,15,9,4,2,14
11,2,29,9,2,3,14
11,7,17,8,3,4,14
11,7,27,9,4,5,14
11,6,20,12,4,6,14
11,5,8,16,3,7,14
11,8,16,13,1,8,14
11,7,28,13,0,9,14
11,8,24,8,2,0,15
11,2,11,15,0,1,15
11,1,4,15,0,2,15
11,3,10,11,4,3,15
11,7,13,16,0,4,15
11,1,11,9,1,5,15
11,2,20,13,4,6,15
11,3,32,12,3,7,15
11,4,32,8,0,8,15
11,8,17,14,4,9,15
11,4,17,8,4,0,16
11,2,10,8,3,1,16
11,5,21,11,4,2,16
11,7,8,11,4,3,16
11,7,4,9,3,4,16
11,7,31,11,1,5,16
11,1,19,11,2,6,16
11,4,33,10,0,7,16
11,8,14,15,2,8,16
11,1,18,11,1,9,16
11,3,27,9,0,0,17
11,3,5,8,2,1,17
11,8,16,8,0,2,17
11,1,13,15,3,3,17
11,1,19,13,4,4,17
11,6,10,15,0,5,17
11,1,31,14,1,6,17
11,8,33,12,4,7,17
11,5,14,9,3,8,17
11,6,31,13,4,9,17
11,2,17,8,0,0,18
11,2,29,15,1,1,18
11,2,5,9,4,2,18
11,5,24,15,0,3,18
11,5,30,13,3,4,18
11,1,34,9,2,5,18
11,5,25,11,0,6,18
11,2,13,14,4,7,18
11,5,21,15,1,8,18
11,8,29,15,1,9,18
11,1,19,16,2,0,19
11,1,9,15,0,1,19
11,3,10,14,4,2,19
11,1,17,11,2,3,19
11,8,34,13,4,4,19
11,8,14,14,3,5,19
11,2,10,16,4,6,19
11,6,20,13,4,7,19
11,6,26,14,4,8,19
11,4,5,9,0,9,19
12,8,23,13,0,0,0
12,5,35,14,1,1,0
12,1,23,10,0,2,0
12,5,19,13,2,3,0
12,7,34,15,0,4,0
12,2,20,9,2,5,0
12,5,32,11,2,6,0
12,1,33,16,4,7,0
12,3,35,11,4,8,0
12,1,23,15,4,9,0
12,6,15,17,3,0,1
12,4,9,9,0,1,1
12,6,17,12,3,2,1
12,6,23,14,3,3,1
12,3,5,17,1,4,1
12,8,14,12,1,5,1
12,4,18,14,2,6,1
12,6,32,9,2,7,1
12,7,33,9,2,8,1
12,3,18,17,0,9,1
12,2,34,15,0,0,2
12,4,25,9,4,1,2
12,8,5,13,0,2,2
12,4,34,15,2,3,2
12,2,31,9,2,4,2
12,2,20,15,2,5,2
12,2,35,9,4,6,2
12,3,28,11,2,7,2
12,5,27,13,2,8,2
12,4,9,16,1,9,2
12,8,24,16,0,0,3
12,8,20,9,4,1,3
12,2,19,14,1,2,3
12,1,8,12,0,3,3
12,3,5,11,3,4,3
12,6,9,13,3,5,3
12,1,29,13,1,6,3
12,6,32,12,4,7,3
12,5,30,15,2,8,3
12,7,18,11,1,9,3
12,6,25,9,2,0,4
12,2,29,10,2,1,4
12,3,5,12,4,2,4
12,6,8,9,1,3,4
12,6,35,13,1,4,4
12,2,19,11,3,5,4
12,1,14,16,3,6,4
12,4,9,10,4,7,4
12,3,19,11,2,8,4
12,3,31,16,1,9,4
12,4,25,10,4,0,5
12,1,26,12,3,1,5
12,7,19,17,3,2,5
12,1,26,12,1,3,5
12,6,25,13,1,4,5
12,5,28,12,0,5,5
12,7,5,17,2,6,5
12,8,23,16,0,7,5
12,8,28,17,2,8,5
12,1,31,10,4,9,5
12,4,24,17,3,0,6
12,5,9,12,1,1,6
12,6,19,9,3,2,6
12,7,11,14,0,3,6
12,4,29,9,3,4,6
12,7,10,11,4,5,6
12,7,30,12,3,6,6
12,4,8,13,4,7,6
12,1,34,15,2,8,6
12,7,8,9,2,9,6
12,7,18,13,2,0,7
12,7,35,15,3,1,7
12,5,27,13,0,2,7
12,2,33,12,2,3,7
12,6,32,14,0,4,7
12,6,35,17,0,5,7
12,2,28,14,1,6,7
12,6,33,14,2,7,7
12,8,32,17,0,8,7
12,7,12,16,3,9,7
12,3,29,9,0,0,8
12,1,29,11,2,1,8
12,4,26,15,2,2,8
12,5,18,17,4,3,8
12,1,35,17,4,4,8
12,4,31,14,1,5,8
12,8,18,9,3,6,8
12,1,5,9,4,7,8
12,1,12,11,2,8,8
12,7,28,16,4,9,8
12,1,21,12,4,0,9
12,5,9,9,2,1,9
12,2,8,16,0,2,9
12,7,15,9,3,3,9
12,5,31,11,2,4,9
12,2,35,17,4,5,9
12,8,28,14,1,6,9
12,3,30,15,0,7,9
12,8,19,11,2,8,9
12,5,20,12,1,9,9
12,1,20,17,4,0,10
12,8,26,14,3,1,10
12,8,24,16,3,2,10
12,5,11,16,2,3,10
12,6,26,9,2,4,10
12,5,15,11,0,5,10
12,7,7,10,0,6,10
12,1,20,14,0,7,10
12,1,22,13,3,8,10
12,4,24,15,3,9,10
12,4,32,17,3,0,11
12,3,26,13,0,1,11
12,4,5,13,1,2,11
12,2,17,17,3,3,11
12,2,18,13,2,4,11
12,3,6,9,2,5,11
12,2,23,9,4,6,11
12,8,12,14,2,7,11
12,1,27,14,1,8,11
12,2,24,13,2,9,11
12,6,12,10,2,0,12
12,7,28,13,4,1,12
12,7,8,15,2,2,12
12,4,13,11,0,3,12
12,6,7,17,0,4,12
12,6,35,16,0,5,12
12,2,32,16,0,6,12
12,6,13,11,3,7,12
12,4,20,17,4,8,12
12,5,7,16,0,9,12
12,1,30,10,2,0,13
12,6,7,13,2,1,13
12,6,24,13,4,2,13
12,8,12,14,2,3,13
12,1,12,12,2,4,13
12,2,29,16,4,5,13
12,5,22,13,0,6,13
12,2,29,16,0,7,13
12,5,29,10,2,8,13
12,4,16,9,1,9,13
12,5,14,16,0,0,14
12,5,34,16,3,1,14
12,1,16,10,4,2,14
12,4,30,10,3,3,14
12,5,18,9,2,4,14
12,7,28,10,2,5,14
12,4,21,13,3,6,14
12,3,9,17,4,7,14
12,1,17,14,2,8,14
12,8,29,14,4,9,14
12,6,25,9,1,0,15
12,8,12,16,0,1,15
12,4,5,16,3,2,15
12,5,11,12,3,3,15
12,8,14,17,0,4,15
12,8,12,10,4,5,15
12,4,21,14,1,6,15
12,1,33,13,2,7,15
12,1,33,9,2,8,15
12,7,18,15,3,9,15
12,2,18,9,1,0,16
12,2,11,9,3,1,16
12,7,22,12,0,2,16
12,4,9,12,4,3,16
12,2,5,10,0,4,16
12,6,32,12,0,5,16
12,5,20,12,4,6,16
12,7,34,11,3,7,16
12,4,15,16,2,8,16
12,3,19,12,0,9,16
12,1,28,10,1,0,17
12,8,6,9,0,1,17
12,3,17,9,4,2,17
12,2,14,16,2,3,17
12,3,20,14,4,4,17
12,3,11,16,4,5,17
12,3,32,15,0,6,17
12,8,34,13,2,7,17
12,4,15,10,1,8,17
12,5,32,14,1,9,17
12,3,18,9,0,0,18
12,5,30,16,2,1,18
12,7,6,10,1,2,18
12,6,25,16,1,3,18
12,8,31,14,2,4,18
12,8,35,10,3,5,18
12,2,26,12,3,6,18
12,7,14,15,4,7,18
12,6,22,16,4,8,18
12,3,30,16,2,9,18
12,7,20,17,4,0,19
12,8,10,16,0,1,19
12,3,11,15,1,2,19
12,5,18,12,2,3,19
12,8,35,14,3,4,19
12,4,15,15,1,5,19
12,8,11,17,4,6,19
12,7,21,14,4,7,19
12,7,27,15,0,8,19
12,4,6,10,1,9,19
13,7,24,14,2,0,0
13,7,36,15,0,1,0
13,1,24,11,4,2,0
13,1,20,14,4,3,0
13,5,35,16,3,4,0
13,8,21,10,1,5,0
13,5,33,12,4,6,0
13,3,34,17,0,7,0
13,1,36,12,0,8,0
13,4,24,16,0,9,0
13,3,16,18,2,0,1
13,8,10,10,3,1,1
13,6,18,13,3,2,1
13,7,24,15,4,3,1
13,1,6,18,2,4,1
13,4,15,13,4,5,1
13,1,19,15,2,6,1
13,1,33,10,1,7,1
13,8,34,10,4,8,1
13,6,19,18,2,9,1
13,7,35,16,1,0,2
13,7,26,10,2,1,2
13,6,6,14,2,2,2
13,3,35,16,2,3,2
13,4,32,10,3,4,2
13,6,21,16,1,5,2
13,6,36,10,1,6,2
13,3,29,12,2,7,2
13,6,28,14,3,8,2
13,7,10,17,2,9,2
13,2,25,17,4,0,3
13,3,21,10,1,1,3
13,1,20,15,1,2,3
13,3,9,13,0,3,3
13,1,6,12,2,4,3
13,5,10,14,1,5,3
13,6,30,14,2,6,3
13,6,33,13,3,7,3
13,6,31,16,0,8,3
13,5,19,12,1,9,3
13,3,26,10,4,0,4
13,7,30,11,2,1,4
13,3,6,13,3,2,4
13,1,9,10,3,3,4
13,5,36,14,1,4,4
13,5,20,12,4,5,4
13,4,15,17,3,6,4
13,7,10,11,0,7,4
13,1,20,12,4,8,4
13,6,32,17,4,9,4
13,4,26,11,2,0,5
13,1,27,13,2,1,5
13,8,20,18,3,2,5
13,3,27,13,2,3,5
13,2,26,14,1,4,5
13,5,29,13,3,5,5
13,7,6,18,1,6,5
13,3,24,17,4,7,5
13,5,29,18,2,8,5
13,4,32,11,1,9,5
13,4,25,18,4,0,6
13,8,10,13,3,1,6
13,7,20,10,4,2,6
13,2,12,15,2,3,6
13,5,30,10,0,4,6
13,5,11,12,3,5,6
13,3,31,13,1,6,6
13,2,9,14,3,7,6
13,3,35,16,1,8,6
13,3,9,10,0,9,6
13,3,19,14,2,0,7
13,6,36,16,2,1,7
13,1,28,14,2,2,7
13,3,34,13,3,3,7
13,7,33,15,3,4,7
13,6,36,18,0,5,7
13,6,29,15,3,6,7
13,8,34,15,1,7,7
13,6,33,18,4,8,7
13,6,13,17,4,9,7
13,8,30,10,3,0,8
13,4,30,12,2,1,8
13,4,27,16,2,2,8
13,7,19,18,3,3,8
13,3,36,18,3,4,8
13,8,32,15,4,5,8
13,6,19,10,3,6,8
13,7,6,10,3,7,8
13,1,13,12,3,8,8
13,4,29,17,0,9,8
13,7,22,13,1,0,9
13,2,10,10,2,1,9
13,4,9,17,3,2,9
13,5,16,10,0,3,9
13,5,32,12,0,4,9
13,4,36,18,4,5,9
13,8,29,15,3,6,9
13,6,31,16,1,7,9
13,7,20,12,1,8,9
13,2,21,13,4,9,9
13,4,21,18,2,0,10
13,7,27,15,1,1,10
13,5,25,17,0,2,10
13,8,12,17,3,3,10
13,6,27,10,2,4,10
13,1,16,12,3,5,10
13,4,8,11,1,6,10
13,1,21,15,1,7,10
13,3,23,14,1,8,10
13,1,25,16,1,9,10
13,6,33,18,3,0,11
13,4,27,14,0,1,11
13,6,6,14,2,2,11
13,8,18,18,1,3,11
13,8,19,14,1,4,11
13,6,7,10,4,5,11
13,6,24,10,4,6,11
13,6,13,15,1,7,11
13,1,28,15,2,8,11
13,7,25,14,2,9,11
13,4,13,11,4,0,12
13,5,29,14,0,1,12
13,3,9,16,1,2,12
13,4,14,12,1,3,12
13,6,8,18,2,4,12
13,3,36,17,2,5,12
13,3,33,17,3,6,12
13,1,14,12,3,7,12
13,3,21,18,3,8,12
13,6,8,17,2,9,12
13,1,31,11,0,0,13
13,7,8,14,2,1,13
13,1,25,14,3,2,13
13,8,13,15,2,3,13
13,4,13,13,4,4,13
13,5,30,17,2,5,13
13,8,23,14,4,6,13
13,1,30,17,1,7,13
13,6,30,11,2,8,13
13,8,17,10,3,9,13
13,5,15,17,3,0,14
13,4,35,17,3,1,14
13,3,17,11,4,2,14
13,1,31,11,1,3,14
13,2,19,10,1,4,14
13,5,29,11,0,5,14
13,5,22,14,3,6,14
13,6,10,18,3,7,14
13,7,18,15,4,8,14
13,7,30,15,2,9,14
13,1,26,10,2,0,15
13,8,13,17,2,1,15
13,3,6,17,2,2,15
13,5,12,13,4,3,15
13,1,15,18,3,4,15
13,3,13,11,3,5,15
13,5,22,15,0,6,15
13,7,34,14,0,7,15
13,8,34,10,1,8,15
13,6,19,16,0,9,15
13,4,19,10,4,0,16
13,8,12,10,1,1,16
13,6,23,13,1,2,16
13,3,10,13,1,3,16
13,6,6,11,3,4,16
13,8,33,13,4,5,16
13,3,21,13,3,6,16
13,7,35,12,2,7,16
13,8,16,17,0,8,16
13,1,20,13,3,9,16
13,2,29,11,2,0,17
13,5,7,10,2,1,17
13,6,18,10,3,2,17
13,2,15,17,0,3,17
13,4,21,15,3,4,17
13,4,12,17,2,5,17
13,1,33,16,3,6,17
13,7,35,14,3,7,17
13,2,16,11,3,8,17
13,8,33,15,1,9,17
13,8,19,10,3,0,18
13,3,31,17,2,1,18
13,6,7,11,3,2,18
13,3,26,17,2,3,18
13,4,32,15,3,4,18
13,3,36,11,0,5,18
13,1,27,13,0,6,18
13,8,15,16,1,7,18
13,5,23,17,3,8,18
13,2,31,17,4,9,18
13,4,21,18,3,0,19
13,4,11,17,1,1,19
13,8,12,16,0,2,19
13,5,19,13,2,3,19
13,3,36,15,2,4,19
13,7,16,16,0,5,19
13,6,12,18,2,6,19
13,1,22,15,4,7,19
13,5,28,16,0,8,19
13,3,7,11,3,9,19
14,1,25,15,4,0,0
14,8,37,16,0,1,0
14,4,25,12,1,2,0
14,3,21,15,4,3,0
14,3,36,17,2,4,0
14,8,22,11,2,5,0
14,4,34,13,1,6,0
14,3,35,18,4,7,0
14,1,37,13,4,8,0
14,5,25,17,1,9,0
14,5,17,19,1,0,1
14,5,11,11,0,1,1
14,4,19,14,4,2,1
14,7,25,16,2,3,1
14,7,7,19,3,4,1
14,4,16,14,1,5,1
14,1,20,16,0,6,1
14,6,34,11,0,7,1
14,3,35,11,1,8,1
14,1,20,19,4,9,1
14,5,36,17,3,0,2
14,1,27,11,1,1,2
14,3,7,15,2,2,2
14,4,36,17,0,3,2
14,8,33,11,3,4,2
14,3,22,17,3,5,2
14,7,37,11,0,6,2
14,5,30,13,4,7,2
14,6,29,15,0,8,2
14,3,11,18,4,9,2
14,8,26,18,4,0,3
14,6,22,11,2,1,3
14,4,21,16,1,2,3
14,6,10,14,2,3,3
14,4,7,13,3,4,3
14,8,11,15,0,5,3
14,3,31,15,3,6,3
14,8,34,14,4,7,3
14,3,32,17,4,8,3
14,2,20,13,2,9,3
14,6,27,11,2,0,4
14,4,31,12,1,1,4
14,5,7,14,3,2,4
14,6,10,11,1,3,4
14,8,37,15,2,4,4
14,4,21,13,0,5,4
14,4,16,18,3,6,4
14,8,11,12,0,7,4
14,3,21,13,2,8,4
14,7,33,18,3,9,4
14,8,27,12,2,0,5
14,7,28,14,0,1,5
14,6,21,19,4,2,5
14,7,28,14,0,3,5
14,3,27,15,1,4,5
14,8,30,14,0,5,5
14,2,7,19,3,6,5
14,3,25,18,0,7,5
14,7,30,19,0,8,5
14,7,33,12,2,9,5
14,1,26,19,3,0,6
14,8,11,14,1,1,6
14,6,21,11,1,2,6
14,8,13,16,0,3,6
14,1,31,11,3,4,6
14,7,12,13,3,5,6
14,4,32,14,0,6,6
14,7,10,15,3,7,6
14,6,36,17,1,8,6
14,5,10,11,4,9,6
14,6,20,15,3,0,7
14,4,37,17,1,1,7
14,6,29,15,4,2,7
14,2,35,14,3,3,7
14,1,34,16,3,4,7
14,8,37,19,1,5,7
14,1,30,16,3,6,7
14,1,35,16,2,7,7
14,6,34,19,1,8,7
14,3,14,18,1,9,7
14,8,31,11,2,0,8
14,1,31,13,0,1,8
14,8,28,17,1,2,8
14,8,20,19,4,3,8
14,5,37,19,0,4,8
14,2,33,16,2,5,8
14,5,20,11,0,6,8
14,8,7,11,0,7,8
14,2,14,13,3,8,8
14,5,30,18,4,9,8
14,8,23,14,3,0,9
14,3,11,11,4,1,9
14,2,10,18,2,2,9
14,6,17,11,4,3,9
14,2,33,13,2,4,9
14,5,37,19,2,5,9
14,8,30,16,0,6,9
14,1,32,17,1,7,9
14,7,21,13,4,8,9
14,8,22,14,0,9,9
14,5,22,19,3,0,10
14,4,28,16,3,1,10
14,4,26,18,0,2,10
14,1,13,18,4,3,10
14,1,28,11,1,4,10
14,2,17,13,2,5,10
14,7,9,12,3,6,10
14,3,22,16,0,7,10
14,5,24,15,2,8,10
14,6,26,17,3,9,10
14,2,34,19,4,0,11
14,4,28,15,4,1,11
14,3,7,15,4,2,11
14,8,19,19,2,3,11
14,6,20,15,2,4,11
14,1,8,11,0,5,11
14,7,25,11,2,6,11
14,3,14,16,0,7,11
14,1,29,16,3,8,11
14,3,26,15,4,9,11
14,3,14,12,3,0,12
14,3,30,15,3,1,12
14,8,10,17,0,2,12
14,5,15,13,4,3,12
14,2,9,19,3,4,12
14,3,37,18,2,5,12
14,1,34,18,0,6,12
14,4,15,13,0,7,12
14,3,22,19,0,8,12
14,7,9,18,4,9,12
14,8,32,12,1,0,13
14,7,9,15,3,1,13
14,5,26,15,1,2,13
14,3,14,16,1,3,13
14,5,14,14,3,4,13
14,6,31,18,3,5,13
14,4,24,15,4,6,13
14,6,31,18,4,7,13
14,6,31,12,3,8,13
14,2,18,11,4,9,13
14,8,16,18,0,0,14
14,1,36,18,2,1,14
14,3,18,12,2,2,14
14,8,32,12,4,3,14
14,1,20,11,4,4,14
14,1,30,12,2,5,14
14,2,23,15,4,6,14
14,5,11,19,0,7,14
14,8,19,16,2,8,14
14,2,31,16,2,9,14
14,3,27,11,0,0,15
14,8,14,18,4,1,15
14,6,7,18,2,2,15
14,2,13,14,4,3,15
14,3,16,19,3,4,15
14,2,14,12,0,5,15
14,1,23,16,3,6,15
14,2,35,15,3,7,15
14,3,35,11,4,8,15
14,2,20,17,4,9,15
14,2,20,11,2,0,16
14,6,13,11,3,1,16
14,7,24,14,0,2,16
14,7,11,14,3,3,16
14,2,7,12,1,4,16
14,1,34,14,4,5,16
14,4,22,14,4,6,16
14,3,36,13,0,7,16
14,8,17,18,2,8,16
14,3,21,14,0,9,16
14,5,30,12,3,0,17
14,5,8,11,2,1,17
14,8,19,11,1,2,17
14,5,16,18,2,3,17
14,4,22,16,3,4,17
14,7,13,18,2,5,17
14,7,34,17,3,6,17
14,3,36,15,4,7,17
14,6,17,12,3,8,17
14,8,34,16,2,9,17
14,4,20,11,0,0,18
14,4,32,18,0,1,18
14,3,8,12,2,2,18
14,3,27,18,2,3,18
14,1,33,16,3,4,18
14,6,37,12,1,5,18
14,3,28,14,0,6,18
14,3,16,17,2,7,18
